exp,trial,num_pat,algo,fmeasure,precision,recall,time
18,0,2,ga,0.5937499999999999,0.774294670846395,0.48148148148148145,5.993119448423386
18,0,2,bnb,0.3337612323491656,0.48872180451127817,0.253411306042885,12.755918025970459
18,0,2,decaf,0.5720476706392198,0.6439024390243903,0.5146198830409356,0.39084548503160477
18,0,2,kmeans,0.6821106821106822,1.0,0.517578125,1.2889687344431877
18,0,2,hierarchical,0.6821106821106822,1.0,0.517578125,1.151476640254259
19,0,2,gra,0.8984881209503239,1.0,0.8156862745098039,13.014228165149689
19,0,2,ga,0.3468057366362451,0.5175097276264592,0.2607843137254902,3.9516851864755154
19,0,2,bnb,0.3468057366362451,0.5175097276264592,0.2607843137254902,4.258078292012215
19,0,2,decaf,0.6871008939974458,0.9853479853479854,0.5274509803921569,0.3186071254312992
19,0,2,kmeans,0.7064803049555273,1.0,0.5461689587426326,1.282503604888916
19,0,2,hierarchical,0.7064803049555273,1.0,0.5461689587426326,1.1607549376785755
