exp,trial,num_pat,algo,fmeasure,precision,recall,time
0,0,2,gra,0.8546448087431694,1.0,0.7461832061068703,2128.34006524086
0,0,2,ga,0.9988855277822003,1.0,0.9977735368956743,2501.2757566943765
0,0,2,bnb,1.0,1.0,1.0,2493.348449394107
0,0,2,decaf,0.8013052567174833,0.6685952522760147,0.9997455470737914,3.368729241192341
0,0,2,kmeans,0.6683608640406608,0.9997465788139889,0.5019722611019214,4.209711104631424
0,0,2,hierarchical,0.6684174855981024,1.0,0.5019722611019214,101.58978848531842
1,0,2,gra,1.0,1.0,1.0,2169.831459645182
1,0,2,ga,0.9910823121832296,1.0,0.9823222688541269,2584.9727167338133
1,0,2,bnb,1.0,1.0,1.0,2544.2560957483947
1,0,2,decaf,0.8425386332666492,0.7743138822275513,0.9239476026961719,3.93443625792861
1,0,2,kmeans,0.9767990806596888,0.9546503156872268,1.0,4.167694631963968
1,0,2,hierarchical,0.9767990806596888,0.9546503156872268,1.0,102.39075358957052
2,0,2,gra,0.9994177395354856,0.9993530857808255,0.9994824016563147,2104.860490683466
2,0,2,ga,0.5069547777705893,0.5069219821451676,0.5069875776397516,2384.2150306664407
2,0,2,bnb,0.3385063877218555,0.5016518424396442,0.2554347826086957,2363.759251214564
2,0,2,decaf,0.5069875776397516,0.5069875776397516,0.5069875776397516,4.141651675105095
2,0,2,kmeans,0.667125408567005,0.9946140035906643,0.5018765368189465,3.8721462301909924
2,0,2,hierarchical,0.6676997245179064,0.9971715093854461,0.5018765368189465,95.40668937191367
3,0,2,gra,0.8522959929804036,1.0,0.7426095820591233,2162.041230570525
3,0,2,ga,0.9980210660708586,1.0,0.9960499490316004,2546.3545822948217
3,0,2,bnb,1.0,1.0,1.0,2510.068972788751
3,0,2,decaf,0.8196502112638391,0.7062862936676191,0.9763634046890928,3.5264460630714893
3,0,2,kmeans,0.9954650683411029,0.9909710822073494,1.0,4.1991362646222115
3,0,2,hierarchical,0.9954650683411029,0.9909710822073494,1.0,102.53102510422468
4,0,2,gra,0.8933465178697557,0.9998418972332016,0.8073535044044428,2153.122004624456
4,0,2,ga,0.6732723577235772,1.0,0.5074684029107621,2535.57650218904
4,0,2,bnb,0.6732723577235772,1.0,0.5074684029107621,2502.955581124872
4,0,2,decaf,0.7502057613168724,0.6282415783578875,0.9309332312013278,3.402342189103365
4,0,2,kmeans,0.669271939512361,1.0,0.5029366700715016,4.193371556699276
4,0,2,hierarchical,0.669271939512361,1.0,0.5029366700715016,101.32993587478995
5,0,2,gra,0.8454776179791813,0.9996520831521266,0.7325047801147228,2251.917865496129
5,0,2,ga,0.50767760433259,0.507515923566879,0.5078393881453155,2516.4277685135603
5,0,2,bnb,0.6734849125179613,0.9994982438534872,0.5078393881453155,2520.1123064905405
5,0,2,decaf,0.5077099528482222,0.5075805835138234,0.5078393881453155,3.751641448587179
5,0,2,kmeans,0.6699160803594134,0.9997469955724225,0.5037287271336606,4.011744748800993
5,0,2,hierarchical,0.6700856149868611,1.0,0.503856204984384,110.30675043165684
6,0,2,gra,0.9249228659581762,1.0,0.8603316326530612,2090.8003879487514
6,0,2,ga,0.6725798276735936,0.9957478739369685,0.507780612244898,2445.4775888100266
6,0,2,bnb,0.6725230171467186,0.9954988747186797,0.507780612244898,2443.471754748374
6,0,2,decaf,0.7967479674796748,0.6621621621621622,1.0,3.232781007885933
6,0,2,kmeans,0.6691273174663781,0.9992397364419665,0.5029657503667325,3.8759859390556812
6,0,2,hierarchical,0.6691273174663781,0.9992397364419665,0.5029657503667325,102.84463134407997
7,0,2,gra,0.9999359343968223,0.9998718770019218,1.0,2167.843653548509
7,0,2,ga,0.5071758072783188,0.5071758072783188,0.5071758072783188,2539.3593025282025
7,0,2,bnb,0.672957578848933,0.9997474109623642,0.5071758072783188,2524.6353234164417
7,0,2,decaf,0.5071758072783188,0.5071758072783188,0.5071758072783188,3.425326120108366
7,0,2,kmeans,0.6762510602205258,1.0,0.510860511309028,4.100569952279329
7,0,2,hierarchical,0.6762510602205258,1.0,0.510860511309028,98.54285221546888
8,0,2,gra,0.8331913948235643,1.0,0.7140771769484641,2237.7969332374632
8,0,2,ga,0.6598622097473846,1.0,0.4923838537699924,2597.748074002564
8,0,2,bnb,0.3400513316783776,0.5044314068156285,0.25647372429550647,2624.775973819196
8,0,2,decaf,0.6598622097473846,1.0,0.4923838537699924,3.6413196064531803
8,0,2,kmeans,0.6763000924136773,0.9997516145057128,0.5109813380728704,4.391084004193544
8,0,2,hierarchical,0.6763000924136773,0.9997516145057128,0.5109813380728704,118.21535554155707
9,0,2,gra,1.0,1.0,1.0,2116.649874538183
9,0,2,ga,0.9996819540741684,1.0,0.9993641103904363,2516.3834978602827
9,0,2,bnb,1.0,1.0,1.0,2495.966527506709
9,0,2,decaf,0.7423762439601933,0.7471819645732689,0.7376319470939845,3.6014173664152622
9,0,2,kmeans,0.6755664111850417,1.0,0.5100794912559619,4.759469717741013
9,0,2,hierarchical,0.6755664111850417,1.0,0.5100794912559619,119.33254590258002
10,0,2,gra,0.9983371706318753,0.9968071519795658,0.9998718934153216,2187.017367321998
10,0,2,ga,0.5064586264228162,0.5056179775280899,0.5073020753266718,2477.816801030189
10,0,2,bnb,0.6724401426388182,0.9969788519637462,0.5073020753266718,2482.731404848397
10,0,2,decaf,0.5073020753266718,0.5073020753266718,0.5073020753266718,3.725553624331951
10,0,2,kmeans,0.49510524505051134,0.4837428187263171,0.5070142847991801,4.039297845214605
10,0,2,hierarchical,0.4953841339383508,0.48427557513460595,0.5070142847991801,111.4846653342247
11,0,2,gra,0.9998088319632957,1.0,0.9996177370030581,2045.1936948224902
11,0,2,ga,0.5075805835138235,0.507515923566879,0.5076452599388379,2443.8096062242985
11,0,2,bnb,0.6726037226184949,0.9963736401150431,0.5076452599388379,2428.808158122003
11,0,2,decaf,0.80145012637545,0.6686831678950284,1.0,3.282106701284647
11,0,2,kmeans,0.6710977520003386,1.0,0.5050015928639694,4.3585076332092285
11,0,2,hierarchical,0.6710977520003386,1.0,0.5050015928639694,114.41393553838134
12,0,2,gra,0.932184261824151,1.0,0.8729823212913144,2121.3243050314486
12,0,2,ga,0.9955001285677553,0.9990967741935484,0.9919292851652575,2544.615829028189
12,0,2,bnb,0.9995514258250561,1.0,0.9991032539072509,2541.0310047268867
12,0,2,decaf,0.7792306646731004,0.676899825249138,0.9180117858057905,3.6955207996070385
12,0,2,kmeans,0.6735482774733443,0.9997477931904162,0.5078470309397219,4.444475349038839
12,0,2,hierarchical,0.6735482774733443,0.9997477931904162,0.5078470309397219,107.03208063542843
13,0,2,gra,0.9998725952350619,0.9997452229299363,1.0,2077.98863863945
13,0,2,ga,0.995456,1.0,0.9909531090723751,2536.5063551291823
13,0,2,bnb,1.0,1.0,1.0,2508.8816680014133
13,0,2,decaf,0.8009184845005741,0.6679433167368825,1.0,3.6453323774039745
13,0,2,kmeans,0.6794817868259443,0.9997524446094813,0.5146224912392482,4.134740464389324
13,0,2,hierarchical,0.6794817868259443,0.9997524446094813,0.5146224912392482,107.74647005274892
14,0,2,gra,0.9999364150823424,0.9998728382502543,1.0,2158.306963644922
14,0,2,ga,0.5081060461567806,0.5080091533180778,0.5082029759633727,2468.5649296715856
14,0,2,bnb,0.6738617200674535,0.9997498123592694,0.5082029759633727,2488.2907482124865
14,0,2,decaf,0.5081060461567806,0.5080091533180778,0.5082029759633727,3.590998489409685
14,0,2,kmeans,0.6723228230129584,0.9997489329651017,0.5064546899841017,4.174184802919626
14,0,2,hierarchical,0.6723228230129584,0.9997489329651017,0.5064546899841017,112.22299561649561
15,0,2,gra,0.7158858637887336,0.9765781842516172,0.5650490449148168,2261.615350164473
15,0,2,ga,0.9979309452993663,0.9998704327545996,0.9959989674754776,2451.206092700362
15,0,2,bnb,0.9998709510904632,0.9997419354838709,1.0,2459.1449874825776
15,0,2,decaf,0.8652074152310887,0.9930607808711647,0.7665203923593186,3.9791808016598225
15,0,2,kmeans,0.9615336813323391,0.9271376355683384,0.9985801871571475,4.1145388297736645
15,0,2,hierarchical,0.961210915646174,0.9270939504766473,0.9979348176831236,118.15567445755005
16,0,2,gra,0.9996819945303058,0.9998727735368956,0.999491288312349,2355.7481969445944
16,0,2,ga,0.9993006548413759,0.9991100940757691,0.999491288312349,2580.92499595508
16,0,2,bnb,0.9986022871664549,0.9977148660657611,0.999491288312349,2543.337865676731
16,0,2,decaf,0.5619607984694799,0.6499123319696084,0.4949764720844461,3.9344903007149696
16,0,2,kmeans,0.6724341661039838,0.9994981809057835,0.5066454689984101,3.8646703884005547
16,0,2,hierarchical,0.6723774158156807,0.9992474601781011,0.5066454689984101,127.92125447839499
17,0,2,gra,0.8606271777003485,1.0,0.7553516819571865,2089.8499214686453
17,0,2,ga,0.9995538275224679,1.0,0.9991080530071356,2480.810560233891
17,0,2,bnb,1.0,1.0,1.0,2480.4193037077785
17,0,2,decaf,0.8681763732816155,0.785913456573376,0.9696738022426096,3.8052361644804478
17,0,2,kmeans,0.9864554853712957,0.9732729753193601,1.0,4.1354239620268345
17,0,2,hierarchical,0.9864554853712957,0.9732729753193601,1.0,104.35478762164712
18,0,2,gra,0.8525335484344064,0.9923181973369751,0.7472682864121353,2271.3895446546376
18,0,2,ga,0.9930204882441864,0.9938196098628725,0.9922226507263144,2428.6744022630155
18,0,2,bnb,0.9943032708186649,0.9901835798062213,0.9984573852680293,2394.415628515184
18,0,2,decaf,0.7758986823589613,0.6444935605899604,0.9746111325363157,3.81707376614213
18,0,2,kmeans,0.9838812031983754,0.9714285714285714,0.9966572383646182,4.263540651649237
18,0,2,hierarchical,0.9837625269567423,0.9708312468703054,0.9970429416302391,103.71697267889977
19,0,2,gra,1.0,1.0,1.0,2150.15026993677
19,0,2,ga,0.8535725961713102,0.9974530944901944,0.745968253968254,2573.6198120750487
19,0,2,bnb,1.0,1.0,1.0,2538.0987551622093
19,0,2,decaf,0.6997676565135746,0.7015763609675155,0.697968253968254,3.5830146819353104
19,0,2,kmeans,0.96462805867761,0.9316729768102224,1.0,4.260110471397638
19,0,2,hierarchical,0.96462805867761,0.9316729768102224,1.0,115.44078129902482
